date,rental
2021-01-01,30699
2021-01-02,26110
2021-01-03,23585
2021-01-04,31416
2021-01-05,29681
2021-01-06,24986
2021-01-07,19944
2021-01-08,29861
2021-01-09,25578
2021-01-10,26211
2021-01-11,28441
2021-01-12,19990
2021-01-13,35479
2021-01-14,36215
2021-01-15,27690
2021-01-16,29612
2021-01-17,25703
2021-01-18,21464
2021-01-19,28217
2021-01-20,37856
2021-01-21,24952
2021-01-22,21200
2021-01-23,45514
2021-01-24,56797
2021-01-25,56443
2021-01-26,20606
2021-01-27,42442
2021-01-28,21865
2021-01-29,31841
2021-01-30,29198
2021-01-31,34435
2021-02-01,25437
2021-02-02,25484
2021-02-03,23181
2021-02-04,28345
2021-02-05,34794
2021-02-06,32993
2021-02-07,26104
2021-02-08,33712
2021-02-09,35220
2021-02-10,37729
2021-02-11,44661
2021-02-12,54101
2021-02-13,56492
2021-02-14,59819
2021-02-15,22835
2021-02-16,19986
2021-02-17,12760
2021-02-18,32378
2021-02-19,42170
2021-02-20,49005
2021-02-21,74495
2021-02-22,53130
2021-02-23,35605
2021-02-24,44215
2021-02-25,37033
2021-02-26,75559
2021-02-27,80276
2021-02-28,45125
2021-03-01,16887
2021-03-02,35350
2021-03-03,53989
2021-03-04,61819
2021-03-05,70917
2021-03-06,53223
2021-03-07,54991
2021-03-08,65247
2021-03-09,58132
2021-03-10,69766
2021-03-11,77614
2021-03-12,64185
2021-03-13,57150
2021-03-14,55046
2021-03-15,59454
2021-03-16,60100
2021-03-17,74045
2021-03-18,87351
2021-03-19,90439
2021-03-20,34694
2021-03-21,31011
2021-03-22,57567
2021-03-23,79881
2021-03-24,78252
2021-03-25,90880
2021-03-26,88068
2021-03-27,23728
2021-03-28,37704
2021-03-29,69500
2021-03-30,85293
2021-03-31,103262
2021-04-01,113287
2021-04-02,110785
2021-04-03,29757
2021-04-04,83600
2021-04-05,101725
2021-04-06,105254
2021-04-07,105720
2021-04-08,108046
2021-04-09,102350
2021-04-10,100405
2021-04-11,107091
2021-04-12,38322
2021-04-13,57828
2021-04-14,85065
2021-04-15,102424
2021-04-16,74496
2021-04-17,79886
2021-04-18,89454
2021-04-19,103007
2021-04-20,101429
2021-04-21,112872
2021-04-22,112543
2021-04-23,95370
2021-04-24,117525
2021-04-25,120257
2021-04-26,111262
2021-04-27,76636
2021-04-28,78264
2021-04-29,81614
2021-04-30,58040
2021-05-01,55064
2021-05-02,93150
2021-05-03,118415
2021-05-04,30662
2021-05-05,109348
2021-05-06,118807
2021-05-07,63802
2021-05-08,111449
2021-05-09,115195
2021-05-10,104280
2021-05-11,128977
2021-05-12,126606
2021-05-13,130596
2021-05-14,131111
2021-05-15,55817
2021-05-16,13191
2021-05-17,50541
2021-05-18,125974
2021-05-19,122391
2021-05-20,80045
2021-05-21,55655
2021-05-22,126104
2021-05-23,121276
2021-05-24,119745
2021-05-25,68352
2021-05-26,122855
