date,rental
2021-01-01,33000.184
2021-01-02,28940.629
2021-01-03,24509.748
2021-01-04,33263.42
2021-01-05,30086.473
2021-01-06,27411.596
2021-01-07,24749.703
2021-01-08,30505.826
2021-01-09,28920.967
2021-01-10,25045.078
2021-01-11,30097.646
2021-01-12,19398.578
2021-01-13,36372.934
2021-01-14,33834.383
2021-01-15,28311.123
2021-01-16,29296.19
2021-01-17,24104.236
2021-01-18,22754.555
2021-01-19,29408.38
2021-01-20,37698.758
2021-01-21,25039.154
2021-01-22,28905.383
2021-01-23,38533.633
2021-01-24,46602.453
2021-01-25,51832.84
2021-01-26,21863.37
2021-01-27,39828.082
2021-01-28,21101.244
2021-01-29,27861.754
2021-01-30,31887.889
2021-01-31,37538.45
2021-02-01,25538.902
2021-02-02,28910.254
2021-02-03,23591.684
2021-02-04,28879.473
2021-02-05,31562.482
2021-02-06,37465.64
2021-02-07,25713.209
2021-02-08,33897.23
2021-02-09,32966.2
2021-02-10,34924.797
2021-02-11,42809.043
2021-02-12,51760.234
2021-02-13,51751.59
2021-02-14,54908.39
2021-02-15,20512.512
2021-02-16,22365.031
2021-02-17,22029.06
2021-02-18,30364.666
2021-02-19,40915.043
2021-02-20,45761.043
2021-02-21,73117.734
2021-02-22,46390.477
2021-02-23,38375.47
2021-02-24,46274.1
2021-02-25,40926.15
2021-02-26,74684.984
2021-02-27,76306.555
2021-02-28,41117.758
2021-03-01,21165.148
2021-03-02,35745.793
2021-03-03,52741.38
2021-03-04,53298.33
2021-03-05,73668.0
2021-03-06,50427.035
2021-03-07,54480.88
2021-03-08,64720.996
2021-03-09,59059.273
2021-03-10,59332.258
2021-03-11,64178.023
2021-03-12,62677.223
2021-03-13,58194.76
2021-03-14,57022.82
2021-03-15,53880.555
2021-03-16,55341.043
2021-03-17,70403.445
2021-03-18,84218.96
2021-03-19,92178.875
2021-03-20,33286.336
2021-03-21,31038.203
2021-03-22,61730.15
2021-03-23,71238.766
2021-03-24,75162.31
2021-03-25,90651.07
2021-03-26,80065.39
2021-03-27,28191.41
2021-03-28,40846.312
2021-03-29,58449.97
2021-03-30,82994.76
2021-03-31,105938.9
2021-04-01,110245.47
2021-04-02,106916.1
2021-04-03,26744.635
2021-04-04,77335.7
2021-04-05,99961.586
2021-04-06,103831.99
2021-04-07,107166.42
2021-04-08,107564.21
2021-04-09,105358.75
2021-04-10,100010.94
2021-04-11,106857.516
2021-04-12,39540.664
2021-04-13,56643.84
2021-04-14,91318.305
2021-04-15,98362.67
2021-04-16,75796.44
2021-04-17,72778.76
2021-04-18,92740.48
2021-04-19,104445.51
2021-04-20,102378.945
2021-04-21,110462.95
2021-04-22,111608.51
2021-04-23,97589.63
2021-04-24,105707.54
2021-04-25,115871.2
2021-04-26,111872.5
2021-04-27,66003.86
2021-04-28,75387.19
2021-04-29,74649.45
2021-04-30,48663.81
2021-05-01,45089.81
2021-05-02,103286.65
2021-05-03,118793.04
2021-05-04,38327.812
2021-05-05,116135.086
2021-05-06,112346.07
2021-05-07,65327.273
2021-05-08,111888.54
2021-05-09,114054.86
2021-05-10,105907.86
2021-05-11,128463.05
2021-05-12,126340.39
2021-05-13,127938.47
2021-05-14,128751.445
2021-05-15,49918.363
2021-05-16,27071.016
2021-05-17,54042.617
2021-05-18,124741.85
2021-05-19,122272.586
2021-05-20,79016.39
2021-05-21,61391.477
2021-05-22,129688.75
2021-05-23,119694.6
2021-05-24,121093.266
2021-05-25,67758.2
2021-05-26,122295.61
2021-05-27,60612.93
2021-05-28,63953.074
2021-05-29,102208.664
2021-05-30,105541.47
2021-05-31,80136.09
2021-06-01,89457.0
2021-06-02,134736.61
2021-06-03,51272.82
2021-06-04,134029.97
2021-06-05,138228.16
2021-06-06,132793.5
2021-06-07,131126.39
2021-06-08,138091.84
2021-06-09,131374.05
2021-06-10,91216.17
2021-06-11,87808.98
2021-06-12,135298.08
2021-06-13,126571.32
2021-06-14,134641.45
2021-06-15,103812.21
2021-06-16,140389.88
2021-06-17,139337.75
2021-06-18,44232.62
2021-06-19,134721.9
2021-06-20,135990.39
2021-06-21,140712.4
2021-06-22,141374.95
2021-06-23,97258.19
2021-06-24,142104.77
2021-06-25,137966.39
2021-06-26,103093.805
2021-06-27,97493.73
2021-06-28,137266.44
2021-06-29,96690.57
2021-06-30,100592.59
2021-07-01,131596.77
2021-07-02,120652.62
2021-07-03,77438.12
2021-07-04,34941.04
2021-07-05,127082.35
2021-07-06,132515.6
2021-07-07,77472.11
2021-07-08,92836.52
2021-07-09,112273.09
2021-07-10,105778.164
2021-07-11,84050.37
2021-07-12,109803.97
2021-07-13,104819.05
2021-07-14,104092.49
2021-07-15,108647.69
2021-07-16,104157.52
2021-07-17,102367.875
2021-07-18,100859.98
2021-07-19,64507.57
2021-07-20,113806.21
2021-07-21,101784.016
2021-07-22,91624.02
2021-07-23,93698.875
2021-07-24,86301.63
2021-07-25,89735.76
2021-07-26,95761.98
2021-07-27,98580.75
2021-07-28,97323.42
2021-07-29,110896.58
2021-07-30,105635.805
2021-07-31,69620.31
2021-08-01,39102.367
2021-08-02,78897.93
2021-08-03,100392.195
2021-08-04,101553.03
2021-08-05,106825.03
2021-08-06,104842.1
2021-08-07,117301.04
2021-08-08,61346.004
2021-08-09,120580.016
2021-08-10,116976.79
2021-08-11,116947.0
2021-08-12,116419.484
2021-08-13,123374.03
2021-08-14,121403.195
2021-08-15,123126.13
2021-08-16,119879.35
2021-08-17,86817.91
2021-08-18,104408.96
2021-08-19,133520.84
2021-08-20,127510.01
2021-08-21,70271.33
2021-08-22,113082.92
2021-08-23,61438.434
2021-08-24,44695.4
2021-08-25,103547.445
2021-08-26,92260.414
2021-08-27,88113.516
2021-08-28,126294.68
2021-08-29,100176.69
2021-08-30,132210.61
2021-08-31,32813.355
2021-09-01,93118.4
2021-09-02,136780.14
2021-09-03,126504.43
2021-09-04,148661.78
2021-09-05,139626.5
2021-09-06,94805.39
2021-09-07,29585.96
2021-09-08,98489.055
2021-09-09,137704.1
2021-09-10,134869.25
2021-09-11,135029.58
2021-09-12,140272.31
2021-09-13,133785.52
2021-09-14,142292.77
2021-09-15,140099.88
2021-09-16,147057.44
2021-09-17,144971.64
2021-09-18,152348.64
2021-09-19,138567.52
2021-09-20,145627.33
2021-09-21,80347.18
2021-09-22,109875.414
2021-09-23,145494.44
2021-09-24,144192.98
2021-09-25,134445.45
2021-09-26,152063.31
2021-09-27,143960.69
2021-09-28,106967.086
2021-09-29,30593.55
2021-09-30,128507.83
2021-10-01,111407.945
2021-10-02,135975.55
2021-10-03,130213.664
2021-10-04,80572.2
2021-10-05,116954.69
2021-10-06,62446.67
2021-10-07,56367.84
2021-10-08,60494.832
2021-10-09,101063.78
2021-10-10,64168.527
2021-10-11,111536.82
2021-10-12,125058.38
2021-10-13,144556.64
2021-10-14,139224.3
2021-10-15,120872.4
2021-10-16,110935.18
2021-10-17,77566.02
2021-10-18,77472.03
2021-10-19,71374.516
2021-10-20,111041.06
2021-10-21,113080.37
2021-10-22,115436.5
2021-10-23,115195.664
2021-10-24,105223.06
2021-10-25,120055.91
2021-10-26,122890.68
2021-10-27,120912.64
2021-10-28,124914.08
2021-10-29,130393.85
2021-10-30,120944.39
2021-10-31,103724.62
2021-11-01,111526.54
2021-11-02,110786.23
2021-11-03,118309.516
2021-11-04,110805.71
2021-11-05,124007.33
2021-11-06,120827.016
2021-11-07,113609.664
2021-11-08,52601.645
2021-11-09,70687.51
2021-11-10,70011.43
2021-11-11,75230.44
2021-11-12,80453.88
2021-11-13,91444.914
2021-11-14,96827.87
2021-11-15,104133.695
2021-11-16,95430.5
2021-11-17,89879.055
2021-11-18,114922.914
2021-11-19,109460.69
2021-11-20,92895.41
2021-11-21,36560.77
2021-11-22,67235.51
2021-11-23,51909.094
2021-11-24,76735.23
2021-11-25,85587.336
2021-11-26,75163.94
2021-11-27,71039.484
2021-11-28,59905.855
2021-11-29,83693.414
2021-11-30,52190.586
2021-12-01,47193.402
2021-12-02,63713.445
2021-12-03,67972.23
2021-12-04,60031.227
2021-12-05,58181.426
2021-12-06,66240.72
2021-12-07,81922.9
2021-12-08,86012.61
2021-12-09,77558.78
2021-12-10,68960.99
2021-12-11,61161.52
2021-12-12,47132.113
2021-12-13,39812.914
2021-12-14,60869.53
2021-12-15,63093.11
2021-12-16,63934.832
2021-12-17,34090.266
2021-12-18,23671.498
2021-12-19,36404.926
2021-12-20,58351.492
2021-12-21,63479.703
2021-12-22,60120.168
2021-12-23,59007.293
2021-12-24,40272.883
2021-12-25,30137.77
2021-12-26,27702.664
2021-12-27,31614.893
2021-12-28,34277.656
2021-12-29,55590.406
2021-12-30,35224.82
2021-12-31,35142.91
