date,rental
2021-01-01,23464.525
2021-01-02,29386.867
2021-01-03,18557.709
2021-01-04,34265.996
2021-01-05,27416.148
2021-01-06,19611.135
2021-01-07,15219.593
2021-01-08,23529.133
2021-01-09,19482.018
2021-01-10,19194.193
2021-01-11,20958.207
2021-01-12,21202.582
2021-01-13,34752.953
2021-01-14,38245.6
2021-01-15,26670.172
2021-01-16,23167.527
2021-01-17,18880.848
2021-01-18,20381.463
2021-01-19,29205.422
2021-01-20,40378.344
2021-01-21,19765.58
2021-01-22,7298.8926
2021-01-23,42096.39
2021-01-24,47107.28
2021-01-25,55681.637
2021-01-26,23550.28
2021-01-27,41139.242
2021-01-28,22064.04
2021-01-29,23522.535
2021-01-30,28387.605
2021-01-31,35533.08
2021-02-01,29925.486
2021-02-02,26623.408
2021-02-03,23885.076
2021-02-04,31123.158
2021-02-05,38854.242
2021-02-06,33070.066
2021-02-07,29336.35
2021-02-08,32210.904
2021-02-09,34787.805
2021-02-10,38883.824
2021-02-11,48342.59
2021-02-12,55484.863
2021-02-13,49022.11
2021-02-14,48831.918
2021-02-15,29272.906
2021-02-16,18455.318
2021-02-17,15862.619
2021-02-18,26460.365
2021-02-19,42661.492
2021-02-20,46867.18
2021-02-21,56017.996
2021-02-22,54158.4
2021-02-23,37938.117
2021-02-24,49614.836
2021-02-25,39595.402
2021-02-26,67538.03
2021-02-27,60635.26
2021-02-28,41684.777
2021-03-01,8370.733
2021-03-02,39415.086
2021-03-03,56133.617
2021-03-04,67077.21
2021-03-05,78332.336
2021-03-06,51757.305
2021-03-07,57595.62
2021-03-08,74227.88
2021-03-09,64493.258
2021-03-10,79449.52
2021-03-11,77578.63
2021-03-12,68318.2
2021-03-13,64309.37
2021-03-14,50336.81
2021-03-15,64192.27
2021-03-16,56234.996
2021-03-17,73255.91
2021-03-18,86455.95
2021-03-19,90718.4
2021-03-20,29346.535
2021-03-21,36327.254
2021-03-22,66460.25
2021-03-23,86364.15
2021-03-24,84416.94
2021-03-25,85802.04
2021-03-26,86527.63
2021-03-27,21100.486
2021-03-28,10994.33
2021-03-29,58856.66
2021-03-30,78940.24
2021-03-31,108764.29
2021-04-01,116543.57
2021-04-02,110834.01
2021-04-03,17498.37
2021-04-04,74891.45
2021-04-05,109839.516
2021-04-06,111343.375
2021-04-07,111380.87
2021-04-08,120834.33
2021-04-09,110815.93
2021-04-10,114447.43
2021-04-11,115547.875
2021-04-12,24651.73
2021-04-13,63560.367
2021-04-14,91953.89
2021-04-15,110406.32
2021-04-16,71161.805
2021-04-17,80081.6
2021-04-18,89582.33
2021-04-19,108561.586
2021-04-20,115722.23
2021-04-21,125151.69
2021-04-22,109935.086
2021-04-23,94070.195
2021-04-24,122976.58
2021-04-25,123046.85
2021-04-26,120206.65
2021-04-27,79077.53
2021-04-28,75065.43
2021-04-29,82600.39
2021-04-30,40889.684
2021-05-01,59598.3
2021-05-02,104854.23
2021-05-03,132960.88
2021-05-04,26743.604
2021-05-05,112858.69
2021-05-06,127298.23
2021-05-07,91005.4
2021-05-08,128100.79
2021-05-09,124166.49
2021-05-10,83516.86
2021-05-11,138686.28
2021-05-12,142878.72
2021-05-13,140922.97
2021-05-14,137481.34
2021-05-15,50598.254
2021-05-16,9554.862
2021-05-17,23838.355
2021-05-18,137800.98
2021-05-19,139508.75
2021-05-20,63253.78
2021-05-21,83546.1
2021-05-22,130935.08
2021-05-23,136269.72
2021-05-24,131491.69
2021-05-25,93921.58
2021-05-26,129294.27
2021-05-27,72519.3
2021-05-28,64859.832
2021-05-29,104680.06
2021-05-30,99397.25
2021-05-31,91033.87
2021-06-01,94779.625
2021-06-02,136812.6
2021-06-03,60235.207
2021-06-04,148374.58
2021-06-05,149518.92
2021-06-06,137282.2
2021-06-07,126650.51
2021-06-08,150297.22
2021-06-09,143635.73
2021-06-10,110535.38
2021-06-11,109276.34
2021-06-12,143270.6
2021-06-13,130568.34
2021-06-14,140859.28
2021-06-15,115292.83
2021-06-16,150031.12
2021-06-17,144807.3
2021-06-18,57334.758
2021-06-19,143503.73
2021-06-20,127919.375
2021-06-21,150454.83
2021-06-22,149541.88
2021-06-23,124732.375
2021-06-24,145194.38
2021-06-25,143775.94
2021-06-26,109653.22
2021-06-27,76113.805
2021-06-28,141224.08
2021-06-29,127443.51
2021-06-30,129279.48
2021-07-01,152155.2
2021-07-02,133639.6
2021-07-03,61846.37
2021-07-04,18750.332
2021-07-05,143854.94
2021-07-06,138465.98
2021-07-07,82559.83
2021-07-08,105805.086
2021-07-09,122548.9
2021-07-10,119190.445
2021-07-11,105839.7
2021-07-12,115644.33
2021-07-13,116530.125
2021-07-14,110353.164
2021-07-15,112086.17
2021-07-16,83178.164
2021-07-17,103387.8
2021-07-18,97227.56
2021-07-19,90488.3
2021-07-20,121350.88
2021-07-21,103862.76
2021-07-22,97536.27
