date,rental
2021-01-01,27303.697
2021-01-02,25908.418
2021-01-03,18518.328
2021-01-04,38639.82
2021-01-05,27081.594
2021-01-06,21263.361
2021-01-07,16296.818
2021-01-08,23156.346
2021-01-09,18622.703
2021-01-10,18203.613
2021-01-11,20988.637
2021-01-12,19649.121
2021-01-13,37411.438
2021-01-14,38472.293
2021-01-15,31923.61
2021-01-16,25968.781
2021-01-17,19506.541
2021-01-18,25965.932
2021-01-19,34447.492
2021-01-20,45453.438
2021-01-21,19305.098
2021-01-22,7845.5254
2021-01-23,42897.797
2021-01-24,45605.375
2021-01-25,52906.883
2021-01-26,24063.145
2021-01-27,44745.867
2021-01-28,29601.684
2021-01-29,25455.883
2021-01-30,32692.258
2021-01-31,41098.484
2021-02-01,31460.203
2021-02-02,29582.574
2021-02-03,23469.197
2021-02-04,35376.67
2021-02-05,40413.93
2021-02-06,37420.93
2021-02-07,30904.424
2021-02-08,35890.26
2021-02-09,36390.586
2021-02-10,42783.11
2021-02-11,55269.2
2021-02-12,57307.5
2021-02-13,51459.594
2021-02-14,49672.56
2021-02-15,32418.285
2021-02-16,19361.467
2021-02-17,12879.254
2021-02-18,20533.36
2021-02-19,47565.91
2021-02-20,55776.1
2021-02-21,64679.07
2021-02-22,58717.93
2021-02-23,34046.184
2021-02-24,53625.742
2021-02-25,42259.375
2021-02-26,72713.266
2021-02-27,70464.44
2021-02-28,42978.55
2021-03-01,9054.408
2021-03-02,42240.68
2021-03-03,56470.094
2021-03-04,72194.68
2021-03-05,81882.03
2021-03-06,64750.35
2021-03-07,66168.234
2021-03-08,76570.586
2021-03-09,70194.47
2021-03-10,77937.03
2021-03-11,81081.72
2021-03-12,74022.305
2021-03-13,70014.22
2021-03-14,66323.14
2021-03-15,63630.094
2021-03-16,64124.82
2021-03-17,79215.51
2021-03-18,87704.73
2021-03-19,89956.89
2021-03-20,34050.83
2021-03-21,38936.35
2021-03-22,77272.414
2021-03-23,90762.72
2021-03-24,86292.945
2021-03-25,86448.54
2021-03-26,85551.69
2021-03-27,18100.293
2021-03-28,11526.205
2021-03-29,67252.51
2021-03-30,88463.875
2021-03-31,112420.55
2021-04-01,125908.47
2021-04-02,120791.98
2021-04-03,18641.93
2021-04-04,89054.3
2021-04-05,117305.89
2021-04-06,119112.875
2021-04-07,116784.39
2021-04-08,127525.76
2021-04-09,118910.28
2021-04-10,124019.32
2021-04-11,129990.78
2021-04-12,23637.742
2021-04-13,54243.703
2021-04-14,104679.49
2021-04-15,122739.016
2021-04-16,78654.3
2021-04-17,80928.75
2021-04-18,104450.234
2021-04-19,114255.87
2021-04-20,118732.484
2021-04-21,127074.26
2021-04-22,118648.945
2021-04-23,106359.625
2021-04-24,132805.95
2021-04-25,134090.58
2021-04-26,124591.55
2021-04-27,85585.8
2021-04-28,80298.56
2021-04-29,82768.586
2021-04-30,37992.195
2021-05-01,61288.016
2021-05-02,115285.61
2021-05-03,142041.34
2021-05-04,31023.168
2021-05-05,127831.14
2021-05-06,125259.21
2021-05-07,87867.23
2021-05-08,129125.766
2021-05-09,125585.625
2021-05-10,88019.625
2021-05-11,149059.84
2021-05-12,153519.44
2021-05-13,145237.94
2021-05-14,149261.56
2021-05-15,53290.78
2021-05-16,11846.262
2021-05-17,29041.012
2021-05-18,150119.95
2021-05-19,154988.75
2021-05-20,74406.91
2021-05-21,82687.164
2021-05-22,145772.03
2021-05-23,137042.38
2021-05-24,139418.23
2021-05-25,88858.414
2021-05-26,132925.06
2021-05-27,71653.27
2021-05-28,66297.53
2021-05-29,118908.35
2021-05-30,115057.15
2021-05-31,100943.13
2021-06-01,99436.43
2021-06-02,147739.69
2021-06-03,63933.387
2021-06-04,153606.58
2021-06-05,161306.31
2021-06-06,147766.75
2021-06-07,133144.44
2021-06-08,160198.84
2021-06-09,156040.12
2021-06-10,115358.64
2021-06-11,116731.484
2021-06-12,155720.95
2021-06-13,141114.83
2021-06-14,149078.31
2021-06-15,130456.25
2021-06-16,153486.78
2021-06-17,149317.52
2021-06-18,59531.355
2021-06-19,158696.31
2021-06-20,140818.94
2021-06-21,163872.5
2021-06-22,160039.11
2021-06-23,123931.47
2021-06-24,154803.36
2021-06-25,152813.75
2021-06-26,108713.72
2021-06-27,94436.24
2021-06-28,154930.53
2021-06-29,126787.97
2021-06-30,132067.47
2021-07-01,163067.9
2021-07-02,135709.14
2021-07-03,71929.61
2021-07-04,17777.264
2021-07-05,155148.17
2021-07-06,144746.36
2021-07-07,85259.84
2021-07-08,111212.984
2021-07-09,124958.53
2021-07-10,125237.11
2021-07-11,115012.39
2021-07-12,115029.28
2021-07-13,122066.28
2021-07-14,118625.75
2021-07-15,117765.25
2021-07-16,82142.71
2021-07-17,110829.7
2021-07-18,105519.54
2021-07-19,75558.85
2021-07-20,127018.89
2021-07-21,114132.8
2021-07-22,107141.6
2021-07-23,111419.266
2021-07-24,104117.06
2021-07-25,97293.34
2021-07-26,108782.984
2021-07-27,120496.85
2021-07-28,112577.3
2021-07-29,129370.56
2021-07-30,130401.16
2021-07-31,92647.63
2021-08-01,55950.53
2021-08-02,106899.305
2021-08-03,119399.72
2021-08-04,111891.2
2021-08-05,115912.47
2021-08-06,117065.61
2021-08-07,120782.06
2021-08-08,76431.45
2021-08-09,130973.6
2021-08-10,136430.25
2021-08-11,133202.34
2021-08-12,145962.34
2021-08-13,147306.22
2021-08-14,139209.9
2021-08-15,131788.77
2021-08-16,133411.22
2021-08-17,101914.01
2021-08-18,117289.336
2021-08-19,152780.23
2021-08-20,142573.62
2021-08-21,59731.14
2021-08-22,140356.5
2021-08-23,73680.57
2021-08-24,30972.053
2021-08-25,126388.125
2021-08-26,115648.56
2021-08-27,107975.97
2021-08-28,143442.39
2021-08-29,128402.836
2021-08-30,150732.23
2021-08-31,26252.918
2021-09-01,98650.75
2021-09-02,155981.5
2021-09-03,137709.61
2021-09-04,167225.14
2021-09-05,151948.94
2021-09-06,95439.43
2021-09-07,21942.46
2021-09-08,122410.3
2021-09-09,158124.66
2021-09-10,158219.69
2021-09-11,156410.52
2021-09-12,158452.84
2021-09-13,152999.83
2021-09-14,168195.34
2021-09-15,162057.1
2021-09-16,160456.02
2021-09-17,167788.1
2021-09-18,174634.2
2021-09-19,168897.78
2021-09-20,168692.86
2021-09-21,75694.734
2021-09-22,120905.266
2021-09-23,160243.9
2021-09-24,161664.39
2021-09-25,152893.5
2021-09-26,169984.66
2021-09-27,162674.77
2021-09-28,131421.03
2021-09-29,23712.166
2021-09-30,156394.25
2021-10-01,108115.48
2021-10-02,164821.06
2021-10-03,142956.89
2021-10-04,82539.05
2021-10-05,124374.89
2021-10-06,78875.75
2021-10-07,70585.44
2021-10-08,68025.164
2021-10-09,133576.47
2021-10-10,66768.92
2021-10-11,124928.74
2021-10-12,162433.39
2021-10-13,155718.12
2021-10-14,152934.47
2021-10-15,142521.69
2021-10-16,126562.42
2021-10-17,80354.33
2021-10-18,79851.125
2021-10-19,89648.15
2021-10-20,136005.31
2021-10-21,124237.72
2021-10-22,140657.6
2021-10-23,142348.22
2021-10-24,129521.17
2021-10-25,131380.81
2021-10-26,143934.06
2021-10-27,143481.38
2021-10-28,157585.56
2021-10-29,168144.03
2021-10-30,133297.66
2021-10-31,125547.305
2021-11-01,138572.53
2021-11-02,138201.02
2021-11-03,150510.73
2021-11-04,122261.31
2021-11-05,143177.92
2021-11-06,140105.75
2021-11-07,134997.11
2021-11-08,44895.992
2021-11-09,63995.305
2021-11-10,69106.44
2021-11-11,94044.65
2021-11-12,98381.56
2021-11-13,104113.484
2021-11-14,120146.41
2021-11-15,127042.38
2021-11-16,108848.89
2021-11-17,108245.06
2021-11-18,120488.92
2021-11-19,114132.36
2021-11-20,97427.98
2021-11-21,50667.223
2021-11-22,63096.504
2021-11-23,63978.523
2021-11-24,84226.19
2021-11-25,101724.56
2021-11-26,85290.1
2021-11-27,76332.97
2021-11-28,89965.734
2021-11-29,107717.695
2021-11-30,40815.062
2021-12-01,62061.242
2021-12-02,69346.625
2021-12-03,62775.03
2021-12-04,66570.92
2021-12-05,67489.15
2021-12-06,94045.28
2021-12-07,100591.78
2021-12-08,106901.84
2021-12-09,89483.89
2021-12-10,48802.08
2021-12-11,61892.31
2021-12-12,45196.242
2021-12-13,51932.496
2021-12-14,56701.117
2021-12-15,70346.734
2021-12-16,79778.664
2021-12-17,41685.242
2021-12-18,25949.27
2021-12-19,35495.125
2021-12-20,77176.74
2021-12-21,78826.12
2021-12-22,69922.4
2021-12-23,62943.246
2021-12-24,46311.65
2021-12-25,26969.191
2021-12-26,23069.252
2021-12-27,36026.17
2021-12-28,42209.793
2021-12-29,51996.28
2021-12-30,42235.562
2021-12-31,40475.57
