date,rental
2021-01-01,29984
2021-01-02,28683
2021-01-03,31132
2021-01-04,33026
2021-01-05,32512
2021-01-06,20149
2021-01-07,27659
2021-01-08,32443
2021-01-09,29201
2021-01-10,28962
2021-01-11,33580
2021-01-12,20568
2021-01-13,30460
2021-01-14,36522
2021-01-15,28250
2021-01-16,25675
2021-01-17,27242
2021-01-18,26300
2021-01-19,31529
2021-01-20,34863
2021-01-21,21507
2021-01-22,29819
2021-01-23,41470
2021-01-24,45160
2021-01-25,48128
2021-01-26,22705
2021-01-27,40251
2021-01-28,16315
2021-01-29,33285
2021-01-30,27730
2021-01-31,31656
2021-02-01,26312
2021-02-02,27183
2021-02-03,22653
2021-02-04,30174
2021-02-05,34763
2021-02-06,25603
2021-02-07,30130
2021-02-08,32488
2021-02-09,30509
2021-02-10,36677
2021-02-11,45875
2021-02-12,44208
2021-02-13,35937
2021-02-14,60513
2021-02-15,20508
2021-02-16,24282
2021-02-17,23822
2021-02-18,31260
2021-02-19,36194
2021-02-20,39637
2021-02-21,50524
2021-02-22,45359
2021-02-23,35731
2021-02-24,40003
2021-02-25,40695
2021-02-26,58656
2021-02-27,50892
2021-02-28,46466
2021-03-01,15562
2021-03-02,38372
2021-03-03,52863
2021-03-04,56377
2021-03-05,80952
2021-03-06,44993
2021-03-07,63892
2021-03-08,72323
2021-03-09,64347
2021-03-10,68193
2021-03-11,60892
2021-03-12,79248
2021-03-13,75446
2021-03-14,58034
2021-03-15,50094
2021-03-16,56970
2021-03-17,70926
2021-03-18,62712
2021-03-19,70407
2021-03-20,32423
2021-03-21,36157
2021-03-22,61015
2021-03-23,70950
2021-03-24,65657
2021-03-25,89593
2021-03-26,79724
2021-03-27,48580
2021-03-28,34372
2021-03-29,80262
2021-03-30,77161
2021-03-31,96038
2021-04-01,108073
2021-04-02,102378
2021-04-03,26464
2021-04-04,87316
2021-04-05,83356
2021-04-06,96980
2021-04-07,98964
2021-04-08,93012
2021-04-09,110779
2021-04-10,103829
2021-04-11,106174
2021-04-12,41570
2021-04-13,67119
2021-04-14,82718
2021-04-15,94446
2021-04-16,87695
2021-04-17,91776
2021-04-18,103561
2021-04-19,102583
2021-04-20,107308
2021-04-21,111597
2021-04-22,115387
2021-04-23,84856
2021-04-24,122286
2021-04-25,125120
2021-04-26,119032
2021-04-27,83343
2021-04-28,77996
2021-04-29,81591
2021-04-30,61511
2021-05-01,54456
2021-05-02,96801
2021-05-03,115850
2021-05-04,36657
2021-05-05,112315
2021-05-06,94388
2021-05-07,85351
2021-05-08,105176
2021-05-09,116304
2021-05-10,103353
2021-05-11,119939
2021-05-12,116887
2021-05-13,128016
2021-05-14,126185
2021-05-15,60990
2021-05-16,10719
2021-05-17,57865
2021-05-18,126054
2021-05-19,124946
2021-05-20,100114
2021-05-21,81244
2021-05-22,126783
2021-05-23,119503
2021-05-24,130032
2021-05-25,90349
2021-05-26,123392
2021-05-27,64184
2021-05-28,73701
2021-05-29,102677
2021-05-30,85576
2021-05-31,84074
2021-06-01,89942
2021-06-02,133441
